region,class_code,class,area_ha,pct,indicator,year
Beni Mellal-Khenifra,4,Extreme,823480.5739788247,28.489172734442434,SO3-1 2024,2024
Casablanca-Settat,2,Moderate,332628.67518666707,16.70364349615009,SO3-1 2024,2024
Casablanca-Settat,3,Severe,545972.5102760796,27.417149664658034,SO3-1 2024,2024
Casablanca-Settat,4,Extreme,1112752.8281890198,55.87920683919187,SO3-1 2024,2024
Dakhla-Oued Eddahab,0,No drought,8051896.429533297,63.159796936397925,SO3-1 2024,2024
Dakhla-Oued Eddahab,1,Mild,4659357.804580391,36.54842003579716,SO3-1 2024,2024
Dakhla-Oued Eddahab,2,Moderate,37197.8194,0.29178302780491416,SO3-1 2024,2024
Daraa-Tafilelt,0,No drought,2734319.575635305,33.70914421461158,SO3-1 2024,2024
Daraa-Tafilelt,1,Mild,4446008.701601585,54.811131016711535,SO3-1 2024,2024
Daraa-Tafilelt,2,Moderate,854383.1179050975,10.532976464282076,SO3-1 2024,2024
Daraa-Tafilelt,3,Severe,49512.253457254905,0.6103952541074936,SO3-1 2024,2024
Daraa-Tafilelt,4,Extreme,27283.301049411766,0.33635305028732704,SO3-1 2024,2024
Fes-Meknes,0,No drought,13973.94880627451,0.36270424497291226,SO3-1 2024,2024
Fes-Meknes,1,Mild,2622393.2021552813,68.0661679526654,SO3-1 2024,2024
Fes-Meknes,2,Moderate,576245.977945882,14.956893376887956,SO3-1 2024,2024
Fes-Meknes,3,Severe,263320.8774196079,6.834689417725599,SO3-1 2024,2024
Fes-Meknes,4,Extreme,376777.6726658823,9.779545007748135,SO3-1 2024,2024
Guelmim-Oued Noun,0,No drought,1354923.6469741242,27.442437620490356,SO3-1 2024,2024
Guelmim-Oued Noun,1,Mild,1155651.1344674504,23.40639949675155,SO3-1 2024,2024
Guelmim-Oued Noun,2,Moderate,1022956.9738745103,20.718830176659353,SO3-1 2024,2024
Guelmim-Oued Noun,3,Severe,274404.4202023531,5.557749472456959,SO3-1 2024,2024
Guelmim-Oued Noun,4,Extreme,1129393.611695683,22.87458323364179,SO3-1 2024,2024
Laayoune-Saguia Hamra,0,No drought,6962585.2755896775,50.703902549611485,SO3-1 2024,2024
Laayoune-Saguia Hamra,1,Mild,4559399.91076783,33.20309333528418,SO3-1 2024,2024
Laayoune-Saguia Hamra,2,Moderate,995233.3658956853,7.2476262194466115,SO3-1 2024,2024
Laayoune-Saguia Hamra,3,Severe,248915.84648941158,1.81268944277085,SO3-1 2024,2024
Laayoune-Saguia Hamra,4,Extreme,965718.4281223511,7.0326884528868705,SO3-1 2024,2024
Marrakech-Safi,1,Mild,37374.077578823526,0.9344254341338066,SO3-1 2024,2024
Marrakech-Safi,2,Moderate,1534290.7908580392,38.360286894340916,SO3-1 2024,2024
Marrakech-Safi,3,Severe,1108030.2496305879,27.702935138955848,SO3-1 2024,2024
Marrakech-Safi,4,Extreme,1319990.2729309797,33.002352532569425,SO3-1 2024,2024
Oriental,0,No drought,357033.3553560785,5.335359694667528,SO3-1 2024,2024
Oriental,1,Mild,1999259.4503521533,29.876111378876058,SO3-1 2024,2024
Oriental,2,Moderate,469501.80478980386,7.016041969946814,SO3-1 2024,2024
Oriental,3,Severe,216564.6057678431,3.236252444125153,SO3-1 2024,2024
Oriental,4,Extreme,3649473.683265122,54.53623451238444,SO3-1 2024,2024
Rabat-Sale-Kenitra,0,No drought,229.79736549019609,0.013779023954943312,SO3-1 2024,2024
Rabat-Sale-Kenitra,1,Mild,830400.9274219597,49.792190814487306,SO3-1 2024,2024
