region,class_code,class,area_ha,pct,indicator,year
Laayoune-Saguia Hamra,1,Improved,52508.02294450989,0.38280278371357673,SDG 15.3.1 2024,2024
Marrakech-Safi,-1,Degraded,3563319.7021947163,89.16538118200432,SDG 15.3.1 2024,2024
Marrakech-Safi,0,Stable,405271.0045449505,10.141145511026524,SDG 15.3.1 2024,2024
Marrakech-Safi,1,Improved,27713.30156291666,0.693473306969151,SDG 15.3.1 2024,2024
Oriental,-1,Degraded,5739970.700398162,86.07086250211371,SDG 15.3.1 2024,2024
Oriental,0,Stable,904725.0495190446,13.566352409075906,SDG 15.3.1 2024,2024
Oriental,1,Improved,24193.7366464951,0.3627850888103632,SDG 15.3.1 2024,2024
Rabat-Sale-Kenitra,-1,Degraded,1217032.846265336,73.1741835205734,SDG 15.3.1 2024,2024
Rabat-Sale-Kenitra,0,Stable,433745.2926019543,26.078965526227485,SDG 15.3.1 2024,2024
Rabat-Sale-Kenitra,1,Improved,12421.62327718137,0.7468509531991132,SDG 15.3.1 2024,2024
Souss Massa,-1,Degraded,3571161.0455578584,68.50244973180344,SDG 15.3.1 2024,2024
Souss Massa,0,Stable,1614169.9167168099,30.963205570363613,SDG 15.3.1 2024,2024
Souss Massa,1,Improved,27856.390206078428,0.5343446978329426,SDG 15.3.1 2024,2024
Tanger-Tetouan-Hoceima,-1,Degraded,640818.9209042336,42.03645800938079,SDG 15.3.1 2024,2024
Tanger-Tetouan-Hoceima,0,Stable,832298.6688582285,54.597152024403194,SDG 15.3.1 2024,2024
Tanger-Tetouan-Hoceima,1,Improved,51318.46229794118,3.3663899662160293,SDG 15.3.1 2024,2024
Beni Mellal-Khenifra,-1,Degraded,2228301.885217977,77.11548361408623,SDG 15.3.1 2025,2025
Beni Mellal-Khenifra,0,Stable,631763.2138400744,21.863611069960992,SDG 15.3.1 2025,2025
Beni Mellal-Khenifra,1,Improved,29499.720854387244,1.0209053159527726,SDG 15.3.1 2025,2025
Casablanca-Settat,-1,Degraded,1798647.7691990857,90.44980646091682,SDG 15.3.1 2025,2025
Casablanca-Settat,0,Stable,188869.00437605323,9.4977822700033,SDG 15.3.1 2025,2025
Casablanca-Settat,1,Improved,1042.2290096568627,0.052411269079878364,SDG 15.3.1 2025,2025
Dakhla-Oued Eddahab,-1,Degraded,2699084.8901073774,21.223478736473712,SDG 15.3.1 2025,2025
Dakhla-Oued Eddahab,0,Stable,10018363.194729215,78.77652126352629,SDG 15.3.1 2025,2025
Daraa-Tafilelt,-1,Degraded,891248.38835978,10.988317406280396,SDG 15.3.1 2025,2025
Daraa-Tafilelt,0,Stable,6657167.5150762675,82.07708494941734,SDG 15.3.1 2025,2025
Daraa-Tafilelt,1,Improved,562456.3566825504,6.9345976443022685,SDG 15.3.1 2025,2025
Fes-Meknes,-1,Degraded,2573714.575761609,66.96201939466332,SDG 15.3.1 2025,2025
Fes-Meknes,0,Stable,1190325.0175915407,30.969466336542418,SDG 15.3.1 2025,2025
Fes-Meknes,1,Improved,79504.25288683819,2.0685142687942686,SDG 15.3.1 2025,2025
Guelmim-Oued Noun,-1,Degraded,3151587.980791442,63.83218473442054,SDG 15.3.1 2025,2025
Guelmim-Oued Noun,0,Stable,1778963.5656173313,36.03108390068565,SDG 15.3.1 2025,2025
Guelmim-Oued Noun,1,Improved,6750.840943161765,0.13673136489382617,SDG 15.3.1 2025,2025
Laayoune-Saguia Hamra,-1,Degraded,3585439.321860655,26.139340226449992,SDG 15.3.1 2025,2025
Laayoune-Saguia Hamra,0,Stable,10074342.802376464,73.44613879354347,SDG 15.3.1 2025,2025
Laayoune-Saguia Hamra,1,Improved,56858.35252825994,0.414520980006528,SDG 15.3.1 2025,2025
Marrakech-Safi,-1,Degraded,3523127.3842973746,88.1596658116086,SDG 15.3.1 2025,2025
Marrakech-Safi,0,Stable,443695.1460646328,11.102640220626567,SDG 15.3.1 2025,2025
Marrakech-Safi,1,Improved,29480.48628742645,0.7376939677648212,SDG 15.3.1 2025,2025
Oriental,-1,Degraded,4596412.872532718,68.92525790463947,SDG 15.3.1 2025,2025
Oriental,0,Stable,1984597.397950827,29.759921765962602,SDG 15.3.1 2025,2025
Oriental,1,Improved,87681.31263975488,1.3148203293979464,SDG 15.3.1 2025,2025
Rabat-Sale-Kenitra,-1,Degraded,1190580.3304602834,71.58213676591365,SDG 15.3.1 2025,2025
Rabat-Sale-Kenitra,0,Stable,458338.36346112244,27.557014490282285,SDG 15.3.1 2025,2025
Rabat-Sale-Kenitra,1,Improved,14317.951770931362,0.8608487438040655,SDG 15.3.1 2025,2025
Souss Massa,-1,Degraded,3304194.045442474,63.38145595074673,SDG 15.3.1 2025,2025
Souss Massa,0,Stable,1877943.451394066,36.02294190521339,SDG 15.3.1 2025,2025
Souss Massa,1,Improved,31049.855644191164,0.5956021440398814,SDG 15.3.1 2025,2025
Tanger-Tetouan-Hoceima,-1,Degraded,595530.7094773732,39.069329519228226,SDG 15.3.1 2025,2025
Tanger-Tetouan-Hoceima,0,Stable,872472.9878383011,57.23791253081517,SDG 15.3.1 2025,2025
Tanger-Tetouan-Hoceima,1,Improved,56288.41827919112,3.692757949956606,SDG 15.3.1 2025,2025
